total_items,discount%,weekday,hour,Food%,Fresh%,Drinks%,Home%,Beauty%,Health%,Baby%,Pets%,num_orders
0.6753087481466721,0.11488599587543362,0.15704737823572576,-0.39549263823330194,-0.49200932943112646,2.92262988991379,-0.8904029651572261,-0.5169746226136966,-0.3320869221317431,-0.25154210293062146,-0.4693394088766562,-0.18385810489700963,-0.026269477435648406
-0.046609317330553277,0.3081988730432802,-1.2184406142895359,-0.5706388430450766,-0.33828451771675705,1.900519976206921,-0.27395234618650666,-0.6830072542671701,-0.32037206214230657,0.6035881720620188,-0.39725464825960316,-0.18385810489700963,5.208467067504118
-0.3216681116985714,-0.4610716001796106,1.0740393732525668,1.355969409884445,-0.07438748178889315,0.3584154422093863,0.6885494570441543,-0.033163578998562496,-0.5170882177327613,-0.25154210293062146,-0.4693394088766562,-0.18385810489700963,-0.6421208356638561
-0.2264599177847786,-0.4025362173005482,-1.2184406142895359,-0.9209312526686261,-0.0858105771056492,1.8185203248330144,-0.7126925032190435,-0.041293032613355894,-0.5170882177327613,-0.25154210293062146,-0.38859190352468226,-0.18385810489700963,6.1322441048464285
-0.7968282653440265,-0.3885286837446457,-0.3014486192726948,-1.0960774574804009,-0.043518469088002894,1.8085252385802009,-0.6174878844547316,-0.13773931311752505,-0.4589706327124066,-0.25154210293062146,-0.46655309934207373,-0.18385810489700963,7.979798179531052
-0.5887154848714047,-0.006613137942282157,-0.7599446167811154,1.355969409884445,-0.7930468128262758,-0.764204828302552,0.013892213344321825,0.6298572892584162,0.35068968184751215,-0.25154210293062146,0.8941044999037097,-0.18385810489700963,-0.6421208356638561
0.4671487444427204,-0.4758662573908022,-0.7599446167811154,-0.5706388430450766,0.5591396404109208,0.4327996406903516,-0.18378932814771654,-0.5484291691154922,-0.3310844413215598,-0.25154210293062146,-0.18790296885464253,0.25907355663364057,3.0529873137053904
0.42606453318536164,-0.5665431886852023,-1.2184406142895359,0.830530795449121,-0.09104239096704811,1.8819355491176921,-0.45013584316087996,-0.8609687132574848,0.318392365310734,-0.25154210293062146,-0.4693394088766562,-0.18385810489700963,-0.6421208356638561
0.17236952867117006,0.6091548125977159,-0.7599446167811154,1.355969409884445,-0.0747518079271654,1.1277930961980804,-0.06095473035857376,-0.19330115063092274,-0.184128382120056,-0.25154210293062146,-0.4693394088766562,-0.18385810489700963,1.5133589181348708
-0.7622962774337463,-0.4593051234113389,-0.7599446167811154,-1.2712236622921755,-0.690757912290441,2.501416452091978,-0.4398649875989874,-0.6802331083748816,-0.3097762758398899,0.8075461742316788,-0.442759482395442,-0.18385810489700963,2.7450616345912864
