customer,cluster,cluster_label,cluster_profile
2104,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2105,1,New Parents,"Baby%, Drinks%, Home%"
2106,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2107,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2108,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2109,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2110,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2111,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2112,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2113,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2114,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2115,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2116,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2117,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2118,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2119,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2120,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2121,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2122,1,New Parents,"Baby%, Drinks%, Home%"
2123,1,New Parents,"Baby%, Drinks%, Home%"
2124,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2125,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2126,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2127,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2128,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2129,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2130,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2131,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2132,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2133,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2134,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2136,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2137,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2138,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2139,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2140,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2141,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2142,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2143,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2144,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2145,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2146,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2147,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2148,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2149,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2150,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2151,1,New Parents,"Baby%, Drinks%, Home%"
2152,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2153,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2154,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2155,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2156,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2157,1,New Parents,"Baby%, Drinks%, Home%"
2158,1,New Parents,"Baby%, Drinks%, Home%"
2159,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2160,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2161,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2162,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2163,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2164,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2165,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2166,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2167,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2168,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2169,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2170,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2171,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2172,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2173,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2174,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2175,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2176,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2177,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2178,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2179,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2180,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2181,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2182,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2183,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2184,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2185,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2186,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2187,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2188,1,New Parents,"Baby%, Drinks%, Home%"
2189,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2190,1,New Parents,"Baby%, Drinks%, Home%"
2191,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2192,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2193,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2195,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2197,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2198,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2199,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2200,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2201,1,New Parents,"Baby%, Drinks%, Home%"
2202,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2203,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2204,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2205,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2207,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2208,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2209,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2210,1,New Parents,"Baby%, Drinks%, Home%"
2211,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2212,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2213,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2214,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2216,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2217,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2219,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2220,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2221,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2222,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2224,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2226,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2227,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2228,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2229,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2230,1,New Parents,"Baby%, Drinks%, Home%"
2231,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2232,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2233,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2234,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2235,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2236,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2237,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2238,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2239,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2240,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2241,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2242,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2243,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2244,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2245,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2246,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2247,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2249,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2250,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2251,1,New Parents,"Baby%, Drinks%, Home%"
2253,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2254,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2255,1,New Parents,"Baby%, Drinks%, Home%"
2256,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2257,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2258,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2259,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2260,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2261,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2262,1,New Parents,"Baby%, Drinks%, Home%"
2263,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2264,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2265,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2267,1,New Parents,"Baby%, Drinks%, Home%"
2269,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2270,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2271,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2272,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2273,1,New Parents,"Baby%, Drinks%, Home%"
2274,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2275,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2276,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2278,1,New Parents,"Baby%, Drinks%, Home%"
2279,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2280,1,New Parents,"Baby%, Drinks%, Home%"
2281,1,New Parents,"Baby%, Drinks%, Home%"
2283,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2284,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2285,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2286,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2287,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2288,1,New Parents,"Baby%, Drinks%, Home%"
2289,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2290,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2291,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2292,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2293,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2294,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2295,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2296,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2297,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2298,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2299,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2300,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2301,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2302,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2303,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2304,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2305,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2306,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2307,1,New Parents,"Baby%, Drinks%, Home%"
2308,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2309,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2310,1,New Parents,"Baby%, Drinks%, Home%"
2311,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2312,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2313,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2314,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2315,1,New Parents,"Baby%, Drinks%, Home%"
2316,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2317,1,New Parents,"Baby%, Drinks%, Home%"
2318,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2319,1,New Parents,"Baby%, Drinks%, Home%"
2320,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2321,1,New Parents,"Baby%, Drinks%, Home%"
2322,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2323,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2324,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2325,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2326,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2327,1,New Parents,"Baby%, Drinks%, Home%"
2328,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2329,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2330,1,New Parents,"Baby%, Drinks%, Home%"
2331,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2332,1,New Parents,"Baby%, Drinks%, Home%"
2333,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2334,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2335,1,New Parents,"Baby%, Drinks%, Home%"
2337,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2338,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2339,1,New Parents,"Baby%, Drinks%, Home%"
2341,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2342,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2343,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2344,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2346,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2347,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2348,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2349,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2350,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2351,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2352,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2353,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2354,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2355,1,New Parents,"Baby%, Drinks%, Home%"
2356,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2357,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2358,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2359,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2360,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2361,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2362,1,New Parents,"Baby%, Drinks%, Home%"
2363,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2364,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2365,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2366,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2367,1,New Parents,"Baby%, Drinks%, Home%"
2368,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2370,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2371,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2373,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2374,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2375,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2376,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2377,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2378,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2379,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2380,1,New Parents,"Baby%, Drinks%, Home%"
2381,1,New Parents,"Baby%, Drinks%, Home%"
2382,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2383,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2384,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2385,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2386,1,New Parents,"Baby%, Drinks%, Home%"
2387,1,New Parents,"Baby%, Drinks%, Home%"
2388,1,New Parents,"Baby%, Drinks%, Home%"
2389,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2390,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2391,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2392,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2393,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2394,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2395,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2396,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2397,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2400,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2401,1,New Parents,"Baby%, Drinks%, Home%"
2402,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2403,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2404,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2405,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2406,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2407,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2408,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2409,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2410,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2411,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2412,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2413,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2414,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2415,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2416,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2417,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2418,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2419,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2420,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2421,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2422,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2423,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2424,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2425,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2426,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2427,1,New Parents,"Baby%, Drinks%, Home%"
2428,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2429,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2430,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2431,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2432,1,New Parents,"Baby%, Drinks%, Home%"
2433,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2434,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2435,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2436,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2438,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2439,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2440,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2441,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2442,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2443,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2444,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2445,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2446,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2447,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2448,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2449,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2450,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2451,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2452,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2453,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2454,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2455,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2456,1,New Parents,"Baby%, Drinks%, Home%"
2457,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2458,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2459,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2460,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2461,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2462,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2463,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2464,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2465,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2466,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2467,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2468,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2469,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2470,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2471,1,New Parents,"Baby%, Drinks%, Home%"
2472,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2473,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2474,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2475,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2476,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2477,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2478,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2479,1,New Parents,"Baby%, Drinks%, Home%"
2480,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2481,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2482,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2483,1,New Parents,"Baby%, Drinks%, Home%"
2484,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2485,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2486,1,New Parents,"Baby%, Drinks%, Home%"
2487,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2488,1,New Parents,"Baby%, Drinks%, Home%"
2489,1,New Parents,"Baby%, Drinks%, Home%"
2490,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2491,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2492,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2493,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2494,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2495,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2496,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2497,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2498,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2499,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2500,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2501,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2502,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2503,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2504,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2505,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2506,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2507,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2508,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2509,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2510,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2511,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2512,1,New Parents,"Baby%, Drinks%, Home%"
2513,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2514,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2515,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2516,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2517,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2518,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2519,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2520,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2521,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2522,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2523,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2524,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2525,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2526,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2527,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2528,1,New Parents,"Baby%, Drinks%, Home%"
2529,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2530,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2531,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2532,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2533,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2534,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2535,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2536,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2537,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2538,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2539,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2540,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2541,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2542,1,New Parents,"Baby%, Drinks%, Home%"
2543,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2544,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2545,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2546,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2547,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
2548,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
2549,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
