behavioral_top1_label,Weekday_avg_discount,Weekend_avg_discount,Weekend_higher_discount
Baby,10.7875885886785,8.980851712614871,False
Beauty,10.7736330749354,10.07911111111111,False
Drinks,7.180910850964388,6.946988422667918,False
Food,37.74550777038344,45.84083970856102,True
Fresh,6.219735354656274,6.5168632647852425,True
Home,12.141340764071343,12.534862400651557,True
Pet,8.27669956140351,5.9348472222222215,False
