customer,cluster,cluster_label
0,3,Drinks & Fresh Regulars & Food
1,3,Drinks & Fresh Regulars & Food
2,3,Drinks & Fresh Regulars & Food
3,3,Drinks & Fresh Regulars & Food
4,3,Drinks & Fresh Regulars & Food
5,0,Home Decorators & Drinks & Food
6,3,Drinks & Fresh Regulars & Food
7,3,Drinks & Fresh Regulars & Food
8,3,Drinks & Fresh Regulars & Food
9,3,Drinks & Fresh Regulars & Food
10,0,Home Decorators & Drinks & Food
11,1,New Parents & Drinks & Home Decorators
12,3,Drinks & Fresh Regulars & Food
13,3,Drinks & Fresh Regulars & Food
14,3,Drinks & Fresh Regulars & Food
15,0,Home Decorators & Drinks & Food
16,3,Drinks & Fresh Regulars & Food
17,3,Drinks & Fresh Regulars & Food
18,3,Drinks & Fresh Regulars & Food
19,3,Drinks & Fresh Regulars & Food
20,3,Drinks & Fresh Regulars & Food
21,0,Home Decorators & Drinks & Food
22,3,Drinks & Fresh Regulars & Food
23,3,Drinks & Fresh Regulars & Food
24,2,Food & Drinks & Home Decorators
25,3,Drinks & Fresh Regulars & Food
26,0,Home Decorators & Drinks & Food
27,3,Drinks & Fresh Regulars & Food
28,0,Home Decorators & Drinks & Food
29,3,Drinks & Fresh Regulars & Food
30,2,Food & Drinks & Home Decorators
31,3,Drinks & Fresh Regulars & Food
32,3,Drinks & Fresh Regulars & Food
33,3,Drinks & Fresh Regulars & Food
34,3,Drinks & Fresh Regulars & Food
35,0,Home Decorators & Drinks & Food
36,0,Home Decorators & Drinks & Food
37,0,Home Decorators & Drinks & Food
38,3,Drinks & Fresh Regulars & Food
40,3,Drinks & Fresh Regulars & Food
41,3,Drinks & Fresh Regulars & Food
42,3,Drinks & Fresh Regulars & Food
43,0,Home Decorators & Drinks & Food
44,2,Food & Drinks & Home Decorators
45,3,Drinks & Fresh Regulars & Food
46,0,Home Decorators & Drinks & Food
47,3,Drinks & Fresh Regulars & Food
48,3,Drinks & Fresh Regulars & Food
49,0,Home Decorators & Drinks & Food
50,3,Drinks & Fresh Regulars & Food
51,3,Drinks & Fresh Regulars & Food
52,0,Home Decorators & Drinks & Food
53,3,Drinks & Fresh Regulars & Food
54,3,Drinks & Fresh Regulars & Food
55,3,Drinks & Fresh Regulars & Food
56,3,Drinks & Fresh Regulars & Food
57,1,New Parents & Drinks & Home Decorators
58,3,Drinks & Fresh Regulars & Food
59,0,Home Decorators & Drinks & Food
60,3,Drinks & Fresh Regulars & Food
61,3,Drinks & Fresh Regulars & Food
62,0,Home Decorators & Drinks & Food
63,1,New Parents & Drinks & Home Decorators
64,0,Home Decorators & Drinks & Food
65,1,New Parents & Drinks & Home Decorators
66,0,Home Decorators & Drinks & Food
67,3,Drinks & Fresh Regulars & Food
68,2,Food & Drinks & Home Decorators
69,3,Drinks & Fresh Regulars & Food
70,3,Drinks & Fresh Regulars & Food
71,3,Drinks & Fresh Regulars & Food
73,2,Food & Drinks & Home Decorators
74,3,Drinks & Fresh Regulars & Food
75,3,Drinks & Fresh Regulars & Food
76,0,Home Decorators & Drinks & Food
77,0,Home Decorators & Drinks & Food
78,3,Drinks & Fresh Regulars & Food
79,2,Food & Drinks & Home Decorators
80,1,New Parents & Drinks & Home Decorators
81,3,Drinks & Fresh Regulars & Food
82,3,Drinks & Fresh Regulars & Food
83,0,Home Decorators & Drinks & Food
84,3,Drinks & Fresh Regulars & Food
85,3,Drinks & Fresh Regulars & Food
86,3,Drinks & Fresh Regulars & Food
87,3,Drinks & Fresh Regulars & Food
88,0,Home Decorators & Drinks & Food
89,0,Home Decorators & Drinks & Food
90,0,Home Decorators & Drinks & Food
91,2,Food & Drinks & Home Decorators
92,0,Home Decorators & Drinks & Food
93,2,Food & Drinks & Home Decorators
94,2,Food & Drinks & Home Decorators
95,3,Drinks & Fresh Regulars & Food
96,1,New Parents & Drinks & Home Decorators
97,3,Drinks & Fresh Regulars & Food
98,3,Drinks & Fresh Regulars & Food
99,2,Food & Drinks & Home Decorators
100,2,Food & Drinks & Home Decorators
101,1,New Parents & Drinks & Home Decorators
102,3,Drinks & Fresh Regulars & Food
103,2,Food & Drinks & Home Decorators
104,3,Drinks & Fresh Regulars & Food
105,1,New Parents & Drinks & Home Decorators
106,3,Drinks & Fresh Regulars & Food
107,3,Drinks & Fresh Regulars & Food
108,3,Drinks & Fresh Regulars & Food
109,0,Home Decorators & Drinks & Food
110,0,Home Decorators & Drinks & Food
111,0,Home Decorators & Drinks & Food
112,3,Drinks & Fresh Regulars & Food
113,3,Drinks & Fresh Regulars & Food
114,3,Drinks & Fresh Regulars & Food
116,3,Drinks & Fresh Regulars & Food
117,3,Drinks & Fresh Regulars & Food
118,3,Drinks & Fresh Regulars & Food
119,0,Home Decorators & Drinks & Food
120,3,Drinks & Fresh Regulars & Food
121,3,Drinks & Fresh Regulars & Food
122,0,Home Decorators & Drinks & Food
123,1,New Parents & Drinks & Home Decorators
124,3,Drinks & Fresh Regulars & Food
125,1,New Parents & Drinks & Home Decorators
126,0,Home Decorators & Drinks & Food
127,0,Home Decorators & Drinks & Food
128,0,Home Decorators & Drinks & Food
129,3,Drinks & Fresh Regulars & Food
130,2,Food & Drinks & Home Decorators
131,1,New Parents & Drinks & Home Decorators
132,3,Drinks & Fresh Regulars & Food
133,0,Home Decorators & Drinks & Food
134,0,Home Decorators & Drinks & Food
135,0,Home Decorators & Drinks & Food
136,3,Drinks & Fresh Regulars & Food
138,0,Home Decorators & Drinks & Food
140,0,Home Decorators & Drinks & Food
141,3,Drinks & Fresh Regulars & Food
142,1,New Parents & Drinks & Home Decorators
143,3,Drinks & Fresh Regulars & Food
144,3,Drinks & Fresh Regulars & Food
145,0,Home Decorators & Drinks & Food
146,3,Drinks & Fresh Regulars & Food
147,1,New Parents & Drinks & Home Decorators
148,0,Home Decorators & Drinks & Food
149,1,New Parents & Drinks & Home Decorators
151,0,Home Decorators & Drinks & Food
152,1,New Parents & Drinks & Home Decorators
153,0,Home Decorators & Drinks & Food
154,3,Drinks & Fresh Regulars & Food
155,0,Home Decorators & Drinks & Food
156,0,Home Decorators & Drinks & Food
157,0,Home Decorators & Drinks & Food
158,3,Drinks & Fresh Regulars & Food
159,3,Drinks & Fresh Regulars & Food
160,3,Drinks & Fresh Regulars & Food
161,0,Home Decorators & Drinks & Food
162,3,Drinks & Fresh Regulars & Food
163,3,Drinks & Fresh Regulars & Food
164,0,Home Decorators & Drinks & Food
165,0,Home Decorators & Drinks & Food
166,3,Drinks & Fresh Regulars & Food
167,3,Drinks & Fresh Regulars & Food
168,2,Food & Drinks & Home Decorators
169,2,Food & Drinks & Home Decorators
170,3,Drinks & Fresh Regulars & Food
171,3,Drinks & Fresh Regulars & Food
172,3,Drinks & Fresh Regulars & Food
173,3,Drinks & Fresh Regulars & Food
174,3,Drinks & Fresh Regulars & Food
175,3,Drinks & Fresh Regulars & Food
176,0,Home Decorators & Drinks & Food
177,0,Home Decorators & Drinks & Food
178,3,Drinks & Fresh Regulars & Food
179,3,Drinks & Fresh Regulars & Food
180,3,Drinks & Fresh Regulars & Food
181,0,Home Decorators & Drinks & Food
182,3,Drinks & Fresh Regulars & Food
183,1,New Parents & Drinks & Home Decorators
184,0,Home Decorators & Drinks & Food
185,0,Home Decorators & Drinks & Food
186,3,Drinks & Fresh Regulars & Food
187,1,New Parents & Drinks & Home Decorators
188,0,Home Decorators & Drinks & Food
189,3,Drinks & Fresh Regulars & Food
190,0,Home Decorators & Drinks & Food
191,1,New Parents & Drinks & Home Decorators
192,0,Home Decorators & Drinks & Food
193,0,Home Decorators & Drinks & Food
194,3,Drinks & Fresh Regulars & Food
195,3,Drinks & Fresh Regulars & Food
196,0,Home Decorators & Drinks & Food
197,3,Drinks & Fresh Regulars & Food
198,0,Home Decorators & Drinks & Food
199,3,Drinks & Fresh Regulars & Food
200,3,Drinks & Fresh Regulars & Food
201,0,Home Decorators & Drinks & Food
202,3,Drinks & Fresh Regulars & Food
203,3,Drinks & Fresh Regulars & Food
204,3,Drinks & Fresh Regulars & Food
205,0,Home Decorators & Drinks & Food
206,3,Drinks & Fresh Regulars & Food
207,3,Drinks & Fresh Regulars & Food
208,3,Drinks & Fresh Regulars & Food
209,1,New Parents & Drinks & Home Decorators
210,3,Drinks & Fresh Regulars & Food
211,3,Drinks & Fresh Regulars & Food
212,3,Drinks & Fresh Regulars & Food
213,1,New Parents & Drinks & Home Decorators
214,3,Drinks & Fresh Regulars & Food
215,3,Drinks & Fresh Regulars & Food
216,2,Food & Drinks & Home Decorators
217,3,Drinks & Fresh Regulars & Food
218,3,Drinks & Fresh Regulars & Food
219,3,Drinks & Fresh Regulars & Food
220,1,New Parents & Drinks & Home Decorators
221,0,Home Decorators & Drinks & Food
222,3,Drinks & Fresh Regulars & Food
223,3,Drinks & Fresh Regulars & Food
224,0,Home Decorators & Drinks & Food
225,0,Home Decorators & Drinks & Food
226,2,Food & Drinks & Home Decorators
227,3,Drinks & Fresh Regulars & Food
228,3,Drinks & Fresh Regulars & Food
229,3,Drinks & Fresh Regulars & Food
230,2,Food & Drinks & Home Decorators
232,3,Drinks & Fresh Regulars & Food
233,3,Drinks & Fresh Regulars & Food
234,3,Drinks & Fresh Regulars & Food
235,0,Home Decorators & Drinks & Food
236,3,Drinks & Fresh Regulars & Food
237,2,Food & Drinks & Home Decorators
238,3,Drinks & Fresh Regulars & Food
239,3,Drinks & Fresh Regulars & Food
240,3,Drinks & Fresh Regulars & Food
241,1,New Parents & Drinks & Home Decorators
242,3,Drinks & Fresh Regulars & Food
243,3,Drinks & Fresh Regulars & Food
244,2,Food & Drinks & Home Decorators
245,2,Food & Drinks & Home Decorators
246,3,Drinks & Fresh Regulars & Food
247,0,Home Decorators & Drinks & Food
248,0,Home Decorators & Drinks & Food
249,0,Home Decorators & Drinks & Food
250,3,Drinks & Fresh Regulars & Food
251,3,Drinks & Fresh Regulars & Food
252,3,Drinks & Fresh Regulars & Food
253,0,Home Decorators & Drinks & Food
254,0,Home Decorators & Drinks & Food
255,3,Drinks & Fresh Regulars & Food
256,0,Home Decorators & Drinks & Food
257,3,Drinks & Fresh Regulars & Food
258,2,Food & Drinks & Home Decorators
259,2,Food & Drinks & Home Decorators
260,3,Drinks & Fresh Regulars & Food
261,3,Drinks & Fresh Regulars & Food
262,2,Food & Drinks & Home Decorators
263,3,Drinks & Fresh Regulars & Food
264,1,New Parents & Drinks & Home Decorators
265,1,New Parents & Drinks & Home Decorators
266,2,Food & Drinks & Home Decorators
267,3,Drinks & Fresh Regulars & Food
268,3,Drinks & Fresh Regulars & Food
269,3,Drinks & Fresh Regulars & Food
270,3,Drinks & Fresh Regulars & Food
271,0,Home Decorators & Drinks & Food
272,0,Home Decorators & Drinks & Food
273,1,New Parents & Drinks & Home Decorators
274,3,Drinks & Fresh Regulars & Food
275,0,Home Decorators & Drinks & Food
276,3,Drinks & Fresh Regulars & Food
277,3,Drinks & Fresh Regulars & Food
278,3,Drinks & Fresh Regulars & Food
279,0,Home Decorators & Drinks & Food
280,3,Drinks & Fresh Regulars & Food
281,0,Home Decorators & Drinks & Food
282,3,Drinks & Fresh Regulars & Food
283,3,Drinks & Fresh Regulars & Food
284,0,Home Decorators & Drinks & Food
285,2,Food & Drinks & Home Decorators
286,3,Drinks & Fresh Regulars & Food
287,3,Drinks & Fresh Regulars & Food
288,3,Drinks & Fresh Regulars & Food
289,3,Drinks & Fresh Regulars & Food
290,0,Home Decorators & Drinks & Food
291,3,Drinks & Fresh Regulars & Food
292,3,Drinks & Fresh Regulars & Food
293,3,Drinks & Fresh Regulars & Food
294,3,Drinks & Fresh Regulars & Food
295,3,Drinks & Fresh Regulars & Food
296,2,Food & Drinks & Home Decorators
297,0,Home Decorators & Drinks & Food
298,0,Home Decorators & Drinks & Food
299,0,Home Decorators & Drinks & Food
300,0,Home Decorators & Drinks & Food
301,0,Home Decorators & Drinks & Food
302,3,Drinks & Fresh Regulars & Food
303,0,Home Decorators & Drinks & Food
304,3,Drinks & Fresh Regulars & Food
305,3,Drinks & Fresh Regulars & Food
306,3,Drinks & Fresh Regulars & Food
307,3,Drinks & Fresh Regulars & Food
309,3,Drinks & Fresh Regulars & Food
310,3,Drinks & Fresh Regulars & Food
311,0,Home Decorators & Drinks & Food
312,0,Home Decorators & Drinks & Food
313,3,Drinks & Fresh Regulars & Food
314,3,Drinks & Fresh Regulars & Food
315,0,Home Decorators & Drinks & Food
316,0,Home Decorators & Drinks & Food
317,3,Drinks & Fresh Regulars & Food
318,3,Drinks & Fresh Regulars & Food
319,1,New Parents & Drinks & Home Decorators
320,3,Drinks & Fresh Regulars & Food
321,2,Food & Drinks & Home Decorators
322,3,Drinks & Fresh Regulars & Food
323,1,New Parents & Drinks & Home Decorators
324,3,Drinks & Fresh Regulars & Food
325,2,Food & Drinks & Home Decorators
326,0,Home Decorators & Drinks & Food
327,3,Drinks & Fresh Regulars & Food
328,3,Drinks & Fresh Regulars & Food
329,3,Drinks & Fresh Regulars & Food
330,0,Home Decorators & Drinks & Food
331,1,New Parents & Drinks & Home Decorators
332,0,Home Decorators & Drinks & Food
334,3,Drinks & Fresh Regulars & Food
335,3,Drinks & Fresh Regulars & Food
336,3,Drinks & Fresh Regulars & Food
337,0,Home Decorators & Drinks & Food
338,1,New Parents & Drinks & Home Decorators
339,3,Drinks & Fresh Regulars & Food
340,3,Drinks & Fresh Regulars & Food
341,2,Food & Drinks & Home Decorators
343,3,Drinks & Fresh Regulars & Food
344,0,Home Decorators & Drinks & Food
345,0,Home Decorators & Drinks & Food
346,0,Home Decorators & Drinks & Food
347,0,Home Decorators & Drinks & Food
348,2,Food & Drinks & Home Decorators
349,0,Home Decorators & Drinks & Food
350,1,New Parents & Drinks & Home Decorators
351,2,Food & Drinks & Home Decorators
352,3,Drinks & Fresh Regulars & Food
353,3,Drinks & Fresh Regulars & Food
354,2,Food & Drinks & Home Decorators
355,3,Drinks & Fresh Regulars & Food
356,0,Home Decorators & Drinks & Food
357,2,Food & Drinks & Home Decorators
358,3,Drinks & Fresh Regulars & Food
359,1,New Parents & Drinks & Home Decorators
361,0,Home Decorators & Drinks & Food
362,3,Drinks & Fresh Regulars & Food
363,3,Drinks & Fresh Regulars & Food
364,3,Drinks & Fresh Regulars & Food
365,0,Home Decorators & Drinks & Food
366,0,Home Decorators & Drinks & Food
367,2,Food & Drinks & Home Decorators
368,3,Drinks & Fresh Regulars & Food
369,3,Drinks & Fresh Regulars & Food
370,1,New Parents & Drinks & Home Decorators
371,2,Food & Drinks & Home Decorators
372,0,Home Decorators & Drinks & Food
373,0,Home Decorators & Drinks & Food
374,0,Home Decorators & Drinks & Food
375,3,Drinks & Fresh Regulars & Food
376,0,Home Decorators & Drinks & Food
377,0,Home Decorators & Drinks & Food
378,3,Drinks & Fresh Regulars & Food
379,1,New Parents & Drinks & Home Decorators
380,2,Food & Drinks & Home Decorators
381,0,Home Decorators & Drinks & Food
382,0,Home Decorators & Drinks & Food
383,0,Home Decorators & Drinks & Food
384,0,Home Decorators & Drinks & Food
385,3,Drinks & Fresh Regulars & Food
386,1,New Parents & Drinks & Home Decorators
387,3,Drinks & Fresh Regulars & Food
388,3,Drinks & Fresh Regulars & Food
389,2,Food & Drinks & Home Decorators
390,3,Drinks & Fresh Regulars & Food
391,3,Drinks & Fresh Regulars & Food
392,0,Home Decorators & Drinks & Food
393,0,Home Decorators & Drinks & Food
394,2,Food & Drinks & Home Decorators
395,0,Home Decorators & Drinks & Food
396,1,New Parents & Drinks & Home Decorators
397,3,Drinks & Fresh Regulars & Food
398,3,Drinks & Fresh Regulars & Food
399,0,Home Decorators & Drinks & Food
400,3,Drinks & Fresh Regulars & Food
401,1,New Parents & Drinks & Home Decorators
402,2,Food & Drinks & Home Decorators
403,1,New Parents & Drinks & Home Decorators
404,0,Home Decorators & Drinks & Food
405,3,Drinks & Fresh Regulars & Food
406,0,Home Decorators & Drinks & Food
407,2,Food & Drinks & Home Decorators
408,0,Home Decorators & Drinks & Food
409,0,Home Decorators & Drinks & Food
410,1,New Parents & Drinks & Home Decorators
411,3,Drinks & Fresh Regulars & Food
412,3,Drinks & Fresh Regulars & Food
413,1,New Parents & Drinks & Home Decorators
414,0,Home Decorators & Drinks & Food
415,0,Home Decorators & Drinks & Food
416,3,Drinks & Fresh Regulars & Food
417,0,Home Decorators & Drinks & Food
418,3,Drinks & Fresh Regulars & Food
419,1,New Parents & Drinks & Home Decorators
420,3,Drinks & Fresh Regulars & Food
421,1,New Parents & Drinks & Home Decorators
422,3,Drinks & Fresh Regulars & Food
423,3,Drinks & Fresh Regulars & Food
424,2,Food & Drinks & Home Decorators
425,1,New Parents & Drinks & Home Decorators
426,3,Drinks & Fresh Regulars & Food
427,3,Drinks & Fresh Regulars & Food
428,3,Drinks & Fresh Regulars & Food
429,3,Drinks & Fresh Regulars & Food
430,3,Drinks & Fresh Regulars & Food
431,3,Drinks & Fresh Regulars & Food
432,3,Drinks & Fresh Regulars & Food
433,0,Home Decorators & Drinks & Food
434,0,Home Decorators & Drinks & Food
435,3,Drinks & Fresh Regulars & Food
436,0,Home Decorators & Drinks & Food
437,3,Drinks & Fresh Regulars & Food
438,0,Home Decorators & Drinks & Food
439,3,Drinks & Fresh Regulars & Food
441,3,Drinks & Fresh Regulars & Food
442,0,Home Decorators & Drinks & Food
443,3,Drinks & Fresh Regulars & Food
444,0,Home Decorators & Drinks & Food
445,0,Home Decorators & Drinks & Food
446,3,Drinks & Fresh Regulars & Food
447,3,Drinks & Fresh Regulars & Food
448,3,Drinks & Fresh Regulars & Food
449,3,Drinks & Fresh Regulars & Food
450,3,Drinks & Fresh Regulars & Food
451,3,Drinks & Fresh Regulars & Food
452,3,Drinks & Fresh Regulars & Food
453,3,Drinks & Fresh Regulars & Food
454,0,Home Decorators & Drinks & Food
455,2,Food & Drinks & Home Decorators
456,1,New Parents & Drinks & Home Decorators
457,0,Home Decorators & Drinks & Food
458,3,Drinks & Fresh Regulars & Food
459,3,Drinks & Fresh Regulars & Food
460,3,Drinks & Fresh Regulars & Food
461,0,Home Decorators & Drinks & Food
463,2,Food & Drinks & Home Decorators
464,1,New Parents & Drinks & Home Decorators
465,0,Home Decorators & Drinks & Food
466,0,Home Decorators & Drinks & Food
467,3,Drinks & Fresh Regulars & Food
468,0,Home Decorators & Drinks & Food
469,0,Home Decorators & Drinks & Food
470,2,Food & Drinks & Home Decorators
471,0,Home Decorators & Drinks & Food
472,0,Home Decorators & Drinks & Food
473,3,Drinks & Fresh Regulars & Food
474,1,New Parents & Drinks & Home Decorators
475,3,Drinks & Fresh Regulars & Food
476,2,Food & Drinks & Home Decorators
477,3,Drinks & Fresh Regulars & Food
478,3,Drinks & Fresh Regulars & Food
479,2,Food & Drinks & Home Decorators
480,2,Food & Drinks & Home Decorators
481,2,Food & Drinks & Home Decorators
482,3,Drinks & Fresh Regulars & Food
483,3,Drinks & Fresh Regulars & Food
484,3,Drinks & Fresh Regulars & Food
485,0,Home Decorators & Drinks & Food
486,3,Drinks & Fresh Regulars & Food
487,3,Drinks & Fresh Regulars & Food
488,0,Home Decorators & Drinks & Food
489,3,Drinks & Fresh Regulars & Food
490,2,Food & Drinks & Home Decorators
491,3,Drinks & Fresh Regulars & Food
492,3,Drinks & Fresh Regulars & Food
493,3,Drinks & Fresh Regulars & Food
494,3,Drinks & Fresh Regulars & Food
495,3,Drinks & Fresh Regulars & Food
496,0,Home Decorators & Drinks & Food
497,3,Drinks & Fresh Regulars & Food
498,3,Drinks & Fresh Regulars & Food
499,1,New Parents & Drinks & Home Decorators
500,3,Drinks & Fresh Regulars & Food
501,3,Drinks & Fresh Regulars & Food
502,3,Drinks & Fresh Regulars & Food
503,3,Drinks & Fresh Regulars & Food
504,0,Home Decorators & Drinks & Food
505,3,Drinks & Fresh Regulars & Food
506,3,Drinks & Fresh Regulars & Food
507,3,Drinks & Fresh Regulars & Food
508,1,New Parents & Drinks & Home Decorators
509,3,Drinks & Fresh Regulars & Food
511,2,Food & Drinks & Home Decorators
512,0,Home Decorators & Drinks & Food
513,0,Home Decorators & Drinks & Food
514,3,Drinks & Fresh Regulars & Food
515,0,Home Decorators & Drinks & Food
516,3,Drinks & Fresh Regulars & Food
517,0,Home Decorators & Drinks & Food
518,1,New Parents & Drinks & Home Decorators
519,0,Home Decorators & Drinks & Food
520,3,Drinks & Fresh Regulars & Food
521,0,Home Decorators & Drinks & Food
522,1,New Parents & Drinks & Home Decorators
523,0,Home Decorators & Drinks & Food
524,0,Home Decorators & Drinks & Food
525,3,Drinks & Fresh Regulars & Food
526,3,Drinks & Fresh Regulars & Food
527,3,Drinks & Fresh Regulars & Food
529,1,New Parents & Drinks & Home Decorators
530,3,Drinks & Fresh Regulars & Food
532,0,Home Decorators & Drinks & Food
533,3,Drinks & Fresh Regulars & Food
534,3,Drinks & Fresh Regulars & Food
535,3,Drinks & Fresh Regulars & Food
536,3,Drinks & Fresh Regulars & Food
537,3,Drinks & Fresh Regulars & Food
538,3,Drinks & Fresh Regulars & Food
539,0,Home Decorators & Drinks & Food
540,0,Home Decorators & Drinks & Food
541,3,Drinks & Fresh Regulars & Food
542,0,Home Decorators & Drinks & Food
543,3,Drinks & Fresh Regulars & Food
544,0,Home Decorators & Drinks & Food
545,0,Home Decorators & Drinks & Food
546,0,Home Decorators & Drinks & Food
547,3,Drinks & Fresh Regulars & Food
548,3,Drinks & Fresh Regulars & Food
549,0,Home Decorators & Drinks & Food
551,3,Drinks & Fresh Regulars & Food
554,0,Home Decorators & Drinks & Food
555,0,Home Decorators & Drinks & Food
556,0,Home Decorators & Drinks & Food
557,3,Drinks & Fresh Regulars & Food
558,1,New Parents & Drinks & Home Decorators
559,3,Drinks & Fresh Regulars & Food
560,2,Food & Drinks & Home Decorators
561,3,Drinks & Fresh Regulars & Food
562,0,Home Decorators & Drinks & Food
563,0,Home Decorators & Drinks & Food
564,3,Drinks & Fresh Regulars & Food
565,0,Home Decorators & Drinks & Food
566,3,Drinks & Fresh Regulars & Food
567,0,Home Decorators & Drinks & Food
568,3,Drinks & Fresh Regulars & Food
569,0,Home Decorators & Drinks & Food
570,1,New Parents & Drinks & Home Decorators
571,0,Home Decorators & Drinks & Food
572,3,Drinks & Fresh Regulars & Food
573,0,Home Decorators & Drinks & Food
574,0,Home Decorators & Drinks & Food
575,3,Drinks & Fresh Regulars & Food
576,3,Drinks & Fresh Regulars & Food
577,3,Drinks & Fresh Regulars & Food
579,3,Drinks & Fresh Regulars & Food
580,1,New Parents & Drinks & Home Decorators
581,3,Drinks & Fresh Regulars & Food
582,3,Drinks & Fresh Regulars & Food
583,1,New Parents & Drinks & Home Decorators
584,0,Home Decorators & Drinks & Food
585,3,Drinks & Fresh Regulars & Food
586,0,Home Decorators & Drinks & Food
587,3,Drinks & Fresh Regulars & Food
588,3,Drinks & Fresh Regulars & Food
589,0,Home Decorators & Drinks & Food
590,3,Drinks & Fresh Regulars & Food
591,3,Drinks & Fresh Regulars & Food
592,1,New Parents & Drinks & Home Decorators
593,0,Home Decorators & Drinks & Food
594,0,Home Decorators & Drinks & Food
595,3,Drinks & Fresh Regulars & Food
596,3,Drinks & Fresh Regulars & Food
597,3,Drinks & Fresh Regulars & Food
598,0,Home Decorators & Drinks & Food
599,0,Home Decorators & Drinks & Food
600,3,Drinks & Fresh Regulars & Food
601,0,Home Decorators & Drinks & Food
602,3,Drinks & Fresh Regulars & Food
603,3,Drinks & Fresh Regulars & Food
604,0,Home Decorators & Drinks & Food
605,1,New Parents & Drinks & Home Decorators
606,3,Drinks & Fresh Regulars & Food
607,0,Home Decorators & Drinks & Food
608,3,Drinks & Fresh Regulars & Food
609,0,Home Decorators & Drinks & Food
610,0,Home Decorators & Drinks & Food
611,0,Home Decorators & Drinks & Food
612,3,Drinks & Fresh Regulars & Food
613,3,Drinks & Fresh Regulars & Food
614,0,Home Decorators & Drinks & Food
615,1,New Parents & Drinks & Home Decorators
616,3,Drinks & Fresh Regulars & Food
617,2,Food & Drinks & Home Decorators
618,3,Drinks & Fresh Regulars & Food
619,2,Food & Drinks & Home Decorators
620,0,Home Decorators & Drinks & Food
621,3,Drinks & Fresh Regulars & Food
622,0,Home Decorators & Drinks & Food
623,3,Drinks & Fresh Regulars & Food
625,0,Home Decorators & Drinks & Food
626,3,Drinks & Fresh Regulars & Food
627,2,Food & Drinks & Home Decorators
628,0,Home Decorators & Drinks & Food
629,0,Home Decorators & Drinks & Food
630,3,Drinks & Fresh Regulars & Food
631,3,Drinks & Fresh Regulars & Food
632,2,Food & Drinks & Home Decorators
633,0,Home Decorators & Drinks & Food
634,3,Drinks & Fresh Regulars & Food
635,3,Drinks & Fresh Regulars & Food
636,0,Home Decorators & Drinks & Food
637,3,Drinks & Fresh Regulars & Food
638,2,Food & Drinks & Home Decorators
639,3,Drinks & Fresh Regulars & Food
640,3,Drinks & Fresh Regulars & Food
641,3,Drinks & Fresh Regulars & Food
642,1,New Parents & Drinks & Home Decorators
643,0,Home Decorators & Drinks & Food
644,2,Food & Drinks & Home Decorators
645,0,Home Decorators & Drinks & Food
646,0,Home Decorators & Drinks & Food
647,3,Drinks & Fresh Regulars & Food
648,0,Home Decorators & Drinks & Food
649,0,Home Decorators & Drinks & Food
650,0,Home Decorators & Drinks & Food
651,2,Food & Drinks & Home Decorators
653,3,Drinks & Fresh Regulars & Food
654,1,New Parents & Drinks & Home Decorators
655,3,Drinks & Fresh Regulars & Food
656,0,Home Decorators & Drinks & Food
657,3,Drinks & Fresh Regulars & Food
658,3,Drinks & Fresh Regulars & Food
659,3,Drinks & Fresh Regulars & Food
660,3,Drinks & Fresh Regulars & Food
661,0,Home Decorators & Drinks & Food
662,0,Home Decorators & Drinks & Food
663,3,Drinks & Fresh Regulars & Food
664,3,Drinks & Fresh Regulars & Food
665,0,Home Decorators & Drinks & Food
667,3,Drinks & Fresh Regulars & Food
668,3,Drinks & Fresh Regulars & Food
669,3,Drinks & Fresh Regulars & Food
670,3,Drinks & Fresh Regulars & Food
671,2,Food & Drinks & Home Decorators
672,1,New Parents & Drinks & Home Decorators
673,0,Home Decorators & Drinks & Food
674,0,Home Decorators & Drinks & Food
675,3,Drinks & Fresh Regulars & Food
676,3,Drinks & Fresh Regulars & Food
677,2,Food & Drinks & Home Decorators
678,0,Home Decorators & Drinks & Food
679,3,Drinks & Fresh Regulars & Food
680,3,Drinks & Fresh Regulars & Food
681,0,Home Decorators & Drinks & Food
682,3,Drinks & Fresh Regulars & Food
683,3,Drinks & Fresh Regulars & Food
684,1,New Parents & Drinks & Home Decorators
685,2,Food & Drinks & Home Decorators
686,3,Drinks & Fresh Regulars & Food
687,3,Drinks & Fresh Regulars & Food
688,0,Home Decorators & Drinks & Food
690,1,New Parents & Drinks & Home Decorators
691,3,Drinks & Fresh Regulars & Food
692,3,Drinks & Fresh Regulars & Food
693,3,Drinks & Fresh Regulars & Food
694,0,Home Decorators & Drinks & Food
695,0,Home Decorators & Drinks & Food
696,0,Home Decorators & Drinks & Food
697,0,Home Decorators & Drinks & Food
698,0,Home Decorators & Drinks & Food
699,3,Drinks & Fresh Regulars & Food
700,0,Home Decorators & Drinks & Food
701,3,Drinks & Fresh Regulars & Food
702,1,New Parents & Drinks & Home Decorators
704,0,Home Decorators & Drinks & Food
705,3,Drinks & Fresh Regulars & Food
706,3,Drinks & Fresh Regulars & Food
707,3,Drinks & Fresh Regulars & Food
708,0,Home Decorators & Drinks & Food
709,0,Home Decorators & Drinks & Food
710,3,Drinks & Fresh Regulars & Food
711,3,Drinks & Fresh Regulars & Food
712,2,Food & Drinks & Home Decorators
713,3,Drinks & Fresh Regulars & Food
714,2,Food & Drinks & Home Decorators
715,0,Home Decorators & Drinks & Food
716,3,Drinks & Fresh Regulars & Food
