behavioral_top1_label,pct_weekend,pct_weekday,pct_evening,pct_morning,pct_night,pct_discount_High,pct_discount_Low,pct_discount_Medium-High,pct_discount_Medium-Low
Baby,0.13183000867302688,0.8681699913269731,0.40503035559410233,0.3616652211621856,0.23330442324371206,0.3443191673894189,0.2523850823937554,0.21595836947094535,0.1873373807458803
Beauty,0.18095238095238095,0.819047619047619,0.49206349206349204,0.3523809523809524,0.15555555555555556,0.30793650793650795,0.3619047619047619,0.1746031746031746,0.15555555555555556
Drinks,0.17598612917208495,0.824013870827915,0.47680970957954055,0.3381014304291287,0.18508885999133073,0.1577806675335934,0.26181187689640223,0.2795838751625488,0.30082358040745555
Food,0.17613089509143406,0.8238691049085659,0.4764196342637151,0.3387872954764196,0.18479307025986524,0.4639076034648701,0.2492781520692974,0.1289701636188643,0.15784408084696824
Fresh,0.14957567185289958,0.8504243281471005,0.4639321074964639,0.32248939179632247,0.21357850070721357,0.11951909476661952,0.2874823196605375,0.25884016973125884,0.3341584158415842
Home,0.15332512315270935,0.8466748768472907,0.44889162561576357,0.34298029556650245,0.20812807881773399,0.3916256157635468,0.14224137931034483,0.3091133004926108,0.15701970443349753
Pet,0.13636363636363635,0.8636363636363636,0.4318181818181818,0.36363636363636365,0.20454545454545456,0.2840909090909091,0.3181818181818182,0.2159090909090909,0.18181818181818182
